,id_solicitante,id_viaje
18967,8768,1843
186328,8769,4619
154279,8769,2056
198978,8769,2024
176259,8769,86
68423,8770,4153
56305,8770,2155
42876,8770,757
154246,8770,952
104854,8771,1706
57384,8771,1862
51383,8771,320
85374,8771,3010
41519,8772,3562
172580,8772,4357
38848,8772,2023
108789,8772,2629
159511,8773,4078
115939,8773,741
74770,8773,812
81062,8773,3192
88422,8774,4909
126620,8774,1224
25925,8774,965
177403,8774,2860
175499,8775,673
88955,8775,1876
24286,8775,4675
75488,8775,2800
144478,8776,3188
131559,8776,2661
14653,8776,2381
55878,8776,813
30210,8777,3075
141374,8777,856
189328,8777,1404
112353,8777,4462
101680,8778,3590
58986,8778,8
194481,8778,2241
180618,8778,997
81832,8779,3984
88820,8779,661
4499,8779,2102
194132,8779,396
70800,8780,663
174857,8780,494
145300,8780,2924
66679,8780,1469
199530,8781,525
108985,8781,2136
125691,8781,1840
92357,8781,2220
89340,8782,891
54568,8782,728
6481,8782,1573
92801,8782,1500
191291,8783,2089
112702,8783,2786
184701,8783,1704
125044,8783,3462
178020,8784,4295
78153,8784,1549
52009,8784,2978
27925,8784,2203
197703,8785,3478
68462,8785,2568
129518,8785,1944
137869,8785,2892
71880,8786,2881
138523,8786,2020
157910,8786,4789
5226,8786,2216
135162,8787,3336
182743,8787,1331
150946,8787,3576
113874,8787,1121
199057,8788,1088
78592,8788,3536
196068,8788,915
153377,8788,1914
117164,8789,1885
82047,8789,2204
8235,8789,1400
178816,8789,3995
12103,8790,4463
71324,8790,3617
78232,8790,4623
60892,8790,2539
7171,8791,342
312,8791,3710
43067,8791,1241
47440,8791,3147
106236,8792,2778
112436,8792,252
4307,8792,4512
124688,8792,2977
38178,8793,946
183975,8793,408
44717,8793,4038
66240,8793,4637
24863,8794,623
168356,8794,3351
14459,8794,2383
121367,8794,1790
193571,8795,4508
46746,8795,1981
149225,8795,1636
90143,8795,2269
83867,8796,2945
182110,8796,4919
17395,8796,1547
153898,8796,2072
4980,8797,2071
16091,8797,1320
63982,8797,3120
119969,8797,4864
3187,8798,2423
80855,8798,979
40325,8798,4698
70437,8798,2485
180424,8799,4819
61496,8799,914
103844,8799,165
162591,8799,1022
50270,8800,346
26803,8800,1667
108182,8800,3272
179389,8800,110
103845,8801,165
127711,8801,836
152535,8801,1317
2444,8801,3672
159218,8802,4765
180957,8802,239
44495,8802,2290
199279,8802,3296
55698,8803,2947
77372,8803,4839
170624,8803,307
82698,8803,2007
148263,8804,853
49713,8804,272
72325,8804,477
199145,8804,4012
194520,8805,4034
63276,8805,2672
50838,8805,3613
54521,8805,3420
84953,8806,810
195555,8806,2907
113375,8806,228
32405,8806,3577
183553,8807,3405
4500,8807,2102
102550,8807,618
150237,8807,247
185708,8808,1676
112155,8808,4944
50412,8808,50
83196,8808,4203
87124,8809,55
131375,8809,4980
105351,8809,216
133526,8809,1577
130610,8810,1935
40419,8810,37
49222,8810,4678
157146,8810,729
20055,8811,3996
192302,8811,701
153651,8811,3622
149192,8811,3230
77124,8812,4416
47408,8812,4382
119006,8812,4743
69618,8812,3390
73640,8813,3970
156678,8813,422
141240,8813,804
149471,8813,1119
152617,8814,1734
186810,8814,2079
11051,8814,2963
141149,8814,617
101841,8815,1828
121735,8815,2173
153523,8815,1004
127799,8815,2479
23384,8816,1491
5837,8816,2567
40248,8816,2194
64188,8816,1926
22397,8817,1475
22263,8817,4867
11152,8817,2484
18565,8817,872
122815,8818,1792
180656,8818,1836
49714,8818,272
85292,8818,4926
89080,8819,1420
76888,8819,1853
174145,8819,4296
9395,8819,3029
38928,8820,762
94188,8820,4606
157703,8820,438
104935,8820,136
24931,8821,565
25531,8821,3999
100615,8821,1059
57717,8821,686
154329,8822,453
90335,8822,496
8236,8822,1400
149193,8822,3230
19254,8823,1561
163765,8823,2556
114727,8823,4471
38849,8823,2023
21105,8824,4729
126383,8824,131
170813,8824,4625
74771,8824,812
156260,8825,2068
155551,8825,1444
130383,8825,323
28273,8825,848
62939,8826,3098
185188,8826,1605
160553,8826,3581
12284,8826,3827
82993,8827,3713
191824,8827,4991
24932,8827,565
107151,8827,1167
161980,8828,2993
77313,8828,1156
116953,8828,4964
143255,8828,2507
146687,8829,1179
70835,8829,2286
69619,8829,3390
143465,8829,3891
90955,8830,4596
106839,8830,2426
141103,8830,1180
35026,8830,3767
142025,8831,1130
152505,8831,506
146170,8831,222
123397,8831,412
9526,8832,1614
135163,8832,3336
45671,8832,1094
97876,8832,2796
28533,8833,3465
183789,8833,4158
150590,8833,1170
197672,8833,2281
103375,8834,3880
197601,8834,2037
17636,8834,3992
132989,8834,2525
161602,8835,4690
181093,8835,4772
42186,8835,2209
87282,8835,3235
147095,8836,4942
95492,8836,1804
77864,8836,4754
77818,8836,910
55234,8837,2514
10209,8837,2142
10940,8837,2185
196175,8837,3380
111761,8838,3998
38063,8838,4905
155250,8838,704
40549,8838,2459
190767,8839,3552
7172,8839,342
156824,8839,2986
184211,8839,4671
157559,8840,982
86229,8840,3094
85375,8840,3010
183184,8840,279
161325,8841,567
174704,8841,2802
153453,8841,4386
182211,8841,1565
158079,8842,4420
67223,8842,1380
112791,8842,1443
66189,8842,1291
129475,8843,4773
3631,8843,1966
142745,8843,4635
84827,8843,2964
35626,8844,4026
199863,8844,3109
194443,8844,751
133913,8844,4746
124727,8845,2331
45480,8845,632
33048,8845,4955
191996,8845,2530
107190,8846,4535
162445,8846,4163
33939,8846,3667
190958,8846,1903
194163,8847,1190
138983,8847,4339
107980,8847,1092
122816,8847,1792
140413,8848,1571
114849,8848,3474
44964,8848,999
71840,8848,1767
190804,8849,2790
117388,8849,746
23337,8849,177
139914,8849,1033
160114,8850,2602
113269,8850,1465
147815,8850,358
80885,8850,2624
185670,8851,2569
27793,8851,2910
133285,8851,2403
49055,8851,988
102507,8852,1584
198876,8852,3509
185988,8852,187
153709,8852,3945
71239,8853,921
25850,8853,3839
184383,8853,2983
116249,8853,2577
36569,8854,3400
64066,8854,2453
16607,8854,4035
20150,8854,660
45041,8855,3724
64067,8855,2453
7802,8855,2462
49634,8855,1269
4536,8856,2791
122276,8856,3986
151798,8856,592
46236,8856,1814
89656,8857,1279
3980,8857,909
169630,8857,4225
139791,8857,2111
26000,8858,580
928,8858,2202
126384,8858,131
22583,8858,4306
39148,8859,4597
7070,8859,1401
74772,8859,812
802,8859,4992
68721,8860,3217
195584,8860,715
13012,8860,3853
51802,8860,697
100989,8861,3963
156525,8861,189
47595,8861,4527
137870,8861,2892
102231,8862,2411
85249,8862,4899
175810,8862,2617
188219,8862,315
162798,8863,2397
99933,8863,4712
52312,8863,1892
6227,8863,4336
193268,8864,1650
27262,8864,1993
95245,8864,1971
185709,8864,1676
39972,8865,1672
144679,8865,3006
102329,8865,476
154209,8865,1222
44285,8866,39
181094,8866,4772
121012,8866,893
85573,8866,3866
157393,8867,3680
143059,8867,4621
196617,8867,2398
154167,8867,868
137990,8868,1520
66054,8868,1959
181704,8868,1049
193839,8868,2298
90956,8869,4596
135619,8869,1985
165155,8869,1110
115374,8869,2766
141448,8870,2509
197279,8870,807
34023,8870,4564
101758,8870,1925
97383,8871,3125
197314,8871,3375
31283,8871,2931
158155,8871,967
117165,8872,1885
81833,8872,3984
102364,8872,3121
138741,8872,2575
182789,8873,1681
102365,8873,3121
103248,8873,4558
191375,8873,630
112880,8874,1569
123511,8874,3745
157518,8874,2292
179535,8874,750
124505,8875,4262
176573,8875,1920
169660,8875,3433
6648,8875,3704
196618,8876,2398
67995,8876,4445
5583,8876,3655
133758,8876,1473
154746,8877,2917
8151,8877,4688
4438,8877,798
112745,8877,4696
180769,8878,4269
109021,8878,3770
102633,8878,4147
81099,8878,865
146879,8879,1630
109146,8879,2506
181784,8879,815
118001,8879,441
159558,8880,275
185232,8880,1089
155591,8880,1082
65795,8880,116
150076,8881,4937
105510,8881,2444
40039,8881,278
31284,8881,2931
111994,8882,2644
17848,8882,2899
60968,8882,1093
149921,8882,1204
4788,8883,41
24690,8883,2906
50555,8883,309
72760,8883,1632
25888,8884,566
118788,8884,74
40828,8884,4609
114387,8884,3750
159004,8885,2419
168563,8885,3561
112480,8885,2720
10853,8885,2244
48099,8886,4967
134352,8886,2414
84954,8886,810
98021,8886,3401
113104,8887,2585
153408,8887,4978
32104,8887,3874
10783,8887,3391
133319,8888,1596
194521,8888,4034
182963,8888,3020
132832,8888,4037
28415,8889,201
73208,8889,1894
51089,8889,3966
49580,8889,119
152088,8890,882
18731,8890,2042
135288,8890,2432
141241,8890,804
146573,8891,734
87832,8891,1255
102995,8891,3409
103249,8891,4558
156720,8892,1621
21557,8892,263
10075,8892,75
111086,8892,596
196955,8893,1038
118199,8893,2626
153054,8893,4503
134189,8893,3349
87600,8894,2396
104355,8894,3571
55828,8894,1325
193160,8894,208
5804,8895,2597
149872,8895,2215
138149,8895,4071
20280,8895,3256
53336,8896,2737
130824,8896,2705
195875,8896,3625
156980,8896,1338
150947,8897,3576
18890,8897,2266
26001,8897,580
65449,8897,4032
46015,8898,805
197083,8898,609
190167,8898,1428
97850,8898,2214
150614,8899,1227
91376,8899,4939
169330,8899,1516
178955,8899,98
803,8900,4992
175681,8900,3930
124919,8900,528
184624,8900,2345
156438,8901,898
74102,8901,343
71240,8901,921
21914,8901,2013
138820,8902,1529
84369,8902,4183
20918,8902,4630
11352,8902,3642
88338,8903,2313
76275,8903,2742
14008,8903,4093
58526,8903,1080
178021,8904,4295
160892,8904,2583
31169,8904,1061
76466,8904,3241
165995,8905,3197
141193,8905,4551
79297,8905,2745
172260,8905,924
84865,8906,2063
88120,8906,4823
187833,8906,2003
132118,8906,218
134434,8907,3663
109388,8907,88
74501,8907,1149
136790,8907,4862
9014,8908,3775
193422,8908,4573
190716,8908,3695
127919,8908,1490
88521,8909,1239
133980,8909,451
157477,8909,2654
154988,8909,4580
130825,8910,2705
32283,8910,1556
142978,8910,2022
161750,8910,639
72406,8911,1172
184470,8911,4166
156439,8911,898
68248,8911,3329
46451,8912,2212
150660,8912,2940
98180,8912,4749
86508,8912,3199
101193,8913,2232
111995,8913,2644
8935,8913,1425
115666,8913,2975
118522,8914,4709
77402,8914,2410
99848,8914,1114
3632,8914,1966
143310,8915,2310
24132,8915,3607
147504,8915,3157
162737,8915,3547
93562,8916,2844
180468,8916,4974
176214,8916,2902
57953,8916,1486
97960,8917,3669
24619,8917,3418
145353,8917,2376
44107,8917,2404
70485,8918,2475
186217,8918,1418
187756,8918,4954
143751,8918,809
76058,8919,2284
86509,8919,3199
73609,8919,1481
84955,8919,810
108868,8920,2255
15600,8920,3599
78418,8920,2865
156576,8920,1514
51684,8921,852
170589,8921,12
74457,8921,455
140290,8921,2060
189973,8922,1800
158856,8922,1545
184055,8922,1645
118611,8922,604
182790,8923,1681
18115,8923,3484
155552,8923,1444
24010,8923,2894
113335,8924,1439
94232,8924,2758
118043,8924,2058
6947,8924,4762
64546,8925,782
95692,8925,2355
15882,8925,4838
47015,8925,1807
53169,8926,3541
147204,8926,128
194164,8926,1190
186954,8926,357
119813,8927,3637
106997,8927,4245
99893,8927,1544
118485,8927,1732
135091,8928,4367
3981,8928,909
170387,8928,4691
61190,8928,251
90795,8929,4319
76059,8929,2284
106766,8929,1002
76930,8929,4330
166723,8930,489
154042,8930,1333
50881,8930,4056
116411,8930,554
76734,8931,4870
99027,8931,1246
9990,8931,249
80196,8931,2518
15259,8932,3050
132375,8932,4945
162022,8932,4094
23636,8932,4581
128155,8933,1042
32034,8933,2450
8428,8933,3813
19184,8933,3578
146738,8934,3944
169411,8934,3260
134190,8934,3349
168858,8934,2416
120049,8935,1991
178724,8935,4156
152314,8935,3661
111087,8935,596
115547,8936,717
29524,8936,3223
116448,8936,888
87199,8936,4613
140213,8937,3675
41832,8937,3262
160747,8937,1941
199639,8937,4149
156300,8938,1152
32644,8938,179
100062,8938,1435
169331,8938,1516
35387,8939,2038
9057,8939,1897
124838,8939,4018
60893,8939,2539
160893,8940,2583
159587,8940,1087
19014,8940,4161
145668,8940,2664
30951,8941,2030
3345,8941,1791
84704,8941,1028
147751,8941,3797
197403,8942,1147
94505,8942,4568
4868,8942,1893
138742,8942,2575
24321,8943,3708
196562,8943,4946
158046,8943,214
153971,8943,561
78593,8944,3536
79250,8944,135
3633,8944,1966
70146,8944,4827
10361,8945,950
136910,8945,268
135380,8945,738
15567,8945,4500
167861,8946,3284
71990,8946,1195
199146,8946,4012
108143,8946,3640
53924,8947,2746
70147,8947,4827
159312,8947,971
190361,8947,1288
27082,8948,1113
199147,8948,4012
26215,8948,4738
133445,8948,4633
58696,8949,1503
149472,8949,1119
131415,8949,707
73927,8949,4411
145301,8950,2924
149822,8950,1775
152569,8950,1314
41225,8950,4538
58001,8951,1982
154378,8951,2622
15311,8951,2621
123324,8951,4287
9102,8952,2635
115170,8952,3591
64547,8952,782
81706,8952,345
107352,8953,1154
169968,8953,4769
86306,8953,622
63444,8953,4663
54438,8954,71
124,8954,3371
51354,8954,335
198080,8954,2956
103717,8955,4793
196956,8955,1038
115248,8955,17
110925,8955,4847
162401,8956,3656
163766,8956,2556
52183,8956,3948
89864,8956,336
79808,8957,4662
40594,8957,3118
39552,8957,2356
29809,8957,2694
110926,8958,4847
107420,8958,2570
150982,8958,3971
47175,8958,4928
122010,8959,3817
67857,8959,829
64398,8959,3517
127800,8959,2479
46496,8960,4241
67658,8960,3481
127176,8960,1316
108639,8960,223
175591,8961,2231
149684,8961,2051
172731,8961,4119
149226,8961,1636
145384,8962,2496
111717,8962,1502
26002,8962,580
128341,8962,2488
8237,8963,1400
95246,8963,1971
187241,8963,4505
44108,8963,2404
137278,8964,1701
131516,8964,859
39640,8964,4814
162138,8964,2128
95693,8965,2355
61673,8965,763
141072,8965,1576
137871,8965,2892
197704,8966,3478
79333,8966,4229
89904,8966,2610
39394,8966,1753
39867,8967,572
47969,8967,3665
109700,8967,607
14860,8967,3398
83944,8968,2552
195184,8968,432
54302,8968,3632
166873,8968,713
21598,8969,2827
174223,8969,947
192112,8969,3575
4248,8969,3034
44372,8970,1334
198754,8970,4279
86815,8970,2958
62341,8970,3937
113592,8971,3739
16049,8971,4292
116374,8971,2094
19528,8971,1896
138055,8972,2059
66026,8972,483
24654,8972,2140
66055,8972,1959
94705,8973,1697
155161,8973,459
17110,8973,2446
110887,8973,82
114810,8974,1744
199455,8974,1780
38487,8974,3985
195328,8974,1525
157625,8975,2080
3381,8975,2785
111762,8975,3998
48851,8975,2889
14861,8976,3398
102673,8976,612
405,8976,4433
176612,8976,4704
125328,8977,3589
4789,8977,41
51803,8977,697
174829,8977,1300
105906,8978,4962
123672,8978,576
83375,8978,2559
88299,8978,4242
3145,8979,3007
105266,8979,2294
195933,8979,337
41796,8979,1868
80460,8980,1541
112919,8980,2759
82129,8980,1747
35750,8980,2939
53255,8981,3469
69620,8981,3390
34515,8981,2110
63362,8981,1762
46861,8982,3385
102232,8982,2411
89772,8982,2252
73442,8982,4598
137450,8983,4191
122189,8983,142
149227,8983,1636
21648,8983,1802
29525,8984,3223
64751,8984,1451
88476,8984,2833
195645,8984,1729
175811,8985,2617
191335,8985,1771
167895,8985,2750
167465,8985,2730
35341,8986,3789
76626,8986,4554
39228,8986,3472
89735,8986,2227
61072,8987,917
56878,8987,1032
181585,8987,2040
34631,8987,1233
63983,8988,3120
126749,8988,1076
164235,8988,658
82291,8988,557
104637,8989,1421
172005,8989,1523
190016,8989,899
96104,8989,4289
178988,8990,4108
11830,8990,4355
142356,8990,991
34024,8990,4564
198157,8991,1095
143828,8991,3743
53256,8991,3469
53713,8991,3343
98991,8992,2473
32521,8992,1437
194522,8992,4034
49300,8992,4979
13321,8993,2258
144989,8993,3169
4907,8993,1924
166512,8993,2029
5548,8994,105
152536,8994,1317
103887,8994,3137
162283,8994,3703
98676,8995,2386
8579,8995,2637
135418,8995,3508
105973,8995,3550
65212,8996,730
65537,8996,4230
163204,8996,1343
158709,8996,3342
2489,8997,2625
975,8997,1463
63363,8997,1762
177532,8997,974
10941,8998,2185
184471,8998,4166
63108,8998,608
180387,8998,4519
175975,8999,3707
104404,8999,470
27627,8999,2880
6821,8999,3556
52555,9000,34
167070,9000,3295
94930,9000,2121
21031,9000,4642
95315,9001,2877
54682,9001,1211
137781,9001,3382
50271,9001,346
112304,9002,2695
19328,9002,1171
45971,9002,2707
64107,9002,842
103756,9003,4277
123398,9003,412
71070,9003,662
31835,9003,674
25851,9004,3839
100063,9004,1435
38929,9004,762
36685,9004,1483
70686,9005,213
29181,9005,2897
172885,9005,3267
145755,9005,407
108223,9006,3315
152935,9006,250
62763,9006,3069
10116,9006,4685
178239,9007,4546
170388,9007,4691
41563,9007,1997
120376,9007,794
68505,9008,785
127666,9008,1361
84321,9008,4605
21147,9008,3319
77125,9009,4416
86098,9009,863
7295,9009,4129
37860,9009,1201
12889,9010,3453
106478,9010,1899
20879,9010,700
86589,9010,822
52362,9011,286
169000,9011,1083
114520,9011,2511
72841,9011,1624
64504,9012,2724
178817,9012,3995
189787,9012,4099
97800,9012,4976
24655,9013,2140
70522,9013,3108
19401,9013,3982
29607,9013,4874
165315,9014,1238
78871,9014,2987
150163,9014,334
85203,9014,2555
106840,9015,2426
164356,9015,3156
14009,9015,4093
114919,9015,2342
161104,9016,2181
95062,9016,4283
140903,9016,3408
21412,9016,2634
168859,9017,2416
21994,9017,3993
51609,9017,2495
133642,9017,4574
65399,9018,4836
96853,9018,3254
157998,9018,2230
152697,9018,199
175163,9019,3980
152207,9019,4810
111763,9019,3998
82622,9019,3456
154747,9020,2917
164816,9020,1558
114651,9020,4036
54984,9020,4303
82572,9021,388
17230,9021,3202
25926,9021,965
69456,9021,2289
85868,9022,2057
91195,9022,2928
44196,9022,1442
155290,9022,2920
161184,9023,2455
36197,9023,956
180874,9023,1040
20105,9023,4776
14410,9024,951
178022,9024,4295
3063,9024,3837
104561,9024,4453
63151,9025,976
149003,9025,22
80856,9025,979
102366,9025,3121
90336,9026,496
39827,9026,2801
32197,9026,2688
149473,9026,1119
173411,9027,4465
9621,9027,2456
59022,9027,468
128421,9027,2224
129944,9028,2243
136589,9028,4522
187113,9028,210
21599,9028,2827
99383,9029,664
74938,9029,2543
92984,9029,3668
58002,9029,1982
155251,9030,704
2238,9030,1131
141375,9030,856
8843,9030,109
171458,9031,4054
25334,9031,706
77277,9031,1067
101117,9031,2740
132659,9032,744
123867,9032,4791
11702,9032,413
199640,9032,4149
152351,9033,761
99809,9033,1456
97148,9033,2546
106437,9033,389
185945,9034,3539
7863,9034,169
89583,9034,3419
58483,9034,929
41226,9035,4538
180236,9035,2207
91797,9035,3934
164661,9035,4644
125495,9036,4406
188614,9036,1053
115971,9036,4953
191908,9036,2795
108183,9037,3272
159005,9037,2419
113235,9037,2267
156943,9037,4999
50466,9038,2183
81759,9038,2265
163526,9038,32
23256,9038,1118
191035,9039,2604
19365,9039,2592
60894,9039,2539
190095,9039,3126
159172,9040,1751
106690,9040,127
10210,9040,2142
174106,9040,1995
130918,9041,3914
119297,9041,3698
1627,9041,1414
94591,9041,723
8316,9042,1643
159352,9042,2716
66190,9042,1291
48299,9042,4906
80976,9043,3005
105511,9043,2444
153822,9043,2774
108869,9043,2255
12794,9044,1371
101118,9044,2740
172182,9044,4227
99292,9044,2053
197474,9045,1169
21600,9045,2827
46785,9045,2714
64752,9045,1451
169284,9046,4715
29977,9046,2347
143397,9046,4468
163603,9046,1782
116163,9047,1766
56654,9047,3036
75844,9047,4915
18163,9047,3616
56349,9048,156
108410,9048,4243
50511,9048,549
148226,9048,4176
81760,9049,2265
15090,9049,932
45231,9049,4665
121873,9049,462
39868,9050,572
138657,9050,4895
12639,9050,4803
97507,9050,4515
128115,9051,4731
82774,9051,3072
65981,9051,1983
117650,9051,1062
104236,9052,36
108691,9052,4537
198941,9052,2500
70560,9052,3790
148860,9053,4325
52313,9053,1892
20557,9053,2589
16354,9053,3377
15054,9054,2012
115137,9054,3166
91666,9054,3838
13850,9054,181
96069,9055,3720
138102,9055,2520
188019,9055,3427
64712,9055,329
172581,9056,4357
157147,9056,729
4396,9056,4085
60280,9056,4726
157019,9057,2239
98438,9057,3283
34469,9057,3545
150202,9057,1530
198471,9058,603
112266,9058,1337
62720,9058,3024
96909,9058,403
140631,9059,450
152271,9059,883
111718,9059,1502
87283,9059,3235
78469,9060,1387
88339,9060,2313
115330,9060,1754
113754,9060,710
66191,9061,1291
82079,9061,2909
131130,9061,4171
24531,9061,2154
5924,9062,3873
58075,9062,2901
16745,9062,3128
179866,9062,1859
165081,9063,581
148899,9063,328
31133,9063,4285
137279,9063,1701
111719,9064,1502
56920,9064,4210
49635,9064,1269
165316,9064,1238
39149,9065,4597
48300,9065,4906
61794,9065,1366
112197,9065,3658
132941,9066,16
193120,9066,1467
82220,9066,2563
132304,9066,3227
61235,9067,3618
76060,9067,2284
194748,9067,410
35192,9067,3731
21508,9068,1783
57272,9068,1566
87796,9068,978
155592,9068,1082
74035,9069,3620
64232,9069,3650
195833,9069,420
139720,9069,2076
62900,9070,3378
89210,9070,4233
183031,9070,3928
142128,9070,2334
58242,9071,783
112603,9071,1902
99293,9071,2053
183750,9071,3086
52363,9072,286
23817,9072,3621
10362,9072,950
90663,9072,1815
29344,9073,4577
197816,9073,2047
117651,9073,1062
141242,9073,804
62069,9074,3274
54985,9074,4303
155517,9074,2829
184625,9074,2345
97753,9075,2421
167579,9075,3911
163313,9075,3726
77819,9075,910
127538,9076,391
65326,9076,3445
7831,9076,1455
69043,9076,3648
27424,9077,2805
146535,9077,1748
51090,9077,3966
53211,9077,1497
121408,9078,913
104731,9078,2418
25208,9078,360
91226,9078,2018
189291,9079,4160
93356,9079,341
48715,9079,3568
103802,9079,3233
69293,9080,3807
171141,9080,2980
120139,9080,515
149727,9080,340
154613,9081,1468
37520,9081,445
116663,9081,1178
123399,9081,412
11269,9082,4911
199720,9082,2701
122239,9082,2965
57124,9082,1074
176690,9083,1509
161219,9083,2534
111409,9083,4859
176489,9083,720
148540,9084,816
188183,9084,4764
166646,9084,2708
84322,9084,4605
163641,9085,3670
134634,9085,1978
104675,9085,2429
151799,9085,592
35075,9086,150
173901,9086,3001
115548,9086,717
13013,9086,3853
107721,9087,4531
94342,9087,4173
120408,9087,1823
131653,9087,4599
12362,9088,518
143096,9088,2576
171142,9088,2980
193601,9088,520
130734,9089,2362
64267,9089,1290
153524,9089,1004
112551,9089,2367
141194,9090,4551
62110,9090,2679
108107,9090,4074
115331,9090,1754
136263,9091,4876
132942,9091,16
162701,9091,2370
69225,9091,1231
58611,9092,1680
95401,9092,1243
97619,9092,890
71031,9092,3679
195099,9093,3370
93785,9093,4977
191749,9093,3608
137823,9093,687
8971,9094,1686
181938,9094,1318
170389,9094,4691
161220,9094,2534
136671,9095,2452
176127,9095,4204
120839,9095,3279
129431,9095,1789
126270,9096,467
190677,9096,3601
151118,9096,2482
104017,9096,3800
89994,9097,3738
15213,9097,3592
162478,9097,4366
163868,9097,778
140904,9098,3408
165317,9098,1238
113875,9098,1121
3768,9098,3160
76931,9099,4330
22398,9099,1475
45503,9099,1718
149518,9099,2045
144118,9100,2385
106479,9100,1899
119935,9100,1700
175938,9100,874
105816,9101,2888
165378,9101,164
193047,9101,3439
60246,9101,3403
104438,9102,4291
4147,9102,3597
158900,9102,463
172732,9102,4119
169043,9103,1182
106597,9103,4790
190279,9103,3324
82449,9103,4784
38930,9104,762
130017,9104,4510
14152,9104,3654
118905,9104,1349
15497,9105,48
134314,9105,1937
50141,9105,4903
117389,9105,746
37479,9106,4267
109426,9106,364
136874,9106,792
132749,9106,3950
47555,9107,4244
127801,9107,2479
11153,9107,2484
157394,9107,3680
1677,9108,3955
179231,9108,26
61369,9108,911
85736,9108,3114
36647,9109,1480
146288,9109,3987
149617,9109,1267
194786,9109,1688
159047,9110,1878
156944,9110,4999
163767,9110,2556
90027,9110,3374
143097,9111,2576
199247,9111,4482
13664,9111,542
131035,9111,355
25578,9112,1101
145030,9112,1536
152352,9112,761
102551,9112,618
51125,9113,1277
32074,9113,3068
106598,9113,4790
154954,9113,3309
499,9114,4006
2615,9114,4499
85789,9114,1598
163714,9114,4139
17475,9115,296
7071,9115,1401
92752,9115,4863
1515,9115,1634
39057,9116,1788
89905,9116,2610
23767,9116,1930
139721,9116,2076
100330,9117,2465
194749,9117,410
59781,9117,370
87756,9117,3699
158156,9118,967
8580,9118,2637
10564,9118,3915
21229,9118,4835
194663,9119,4268
151119,9119,2482
133572,9119,3747
92548,9119,3061
122152,9120,2445
35076,9120,150
85489,9120,1461
155252,9120,704
75194,9121,2645
101305,9121,2937
189329,9121,1404
101334,9121,3277
114811,9122,1744
73000,9122,2529
156607,9122,1996
193423,9122,4573
158157,9123,967
117431,9123,3843
178854,9123,1884
15091,9123,932
30952,9124,2030
97351,9124,4728
89081,9124,1420
94143,9124,2377
185233,9125,1089
18566,9125,872
32846,9125,1834
146382,9125,1223
106237,9126,2778
34415,9126,3557
129822,9126,3606
175500,9126,673
128239,9127,2218
121671,9127,3788
75449,9127,823
166239,9127,1994
183224,9128,4208
169730,9128,1873
152730,9128,4089
84907,9128,3105
8057,9129,1904
17231,9129,3202
136560,9129,1294
160359,9129,1922
180832,9130,2839
9226,9130,2949
49453,9130,2523
58893,9130,3017
31405,9131,2352
44197,9131,1442
140414,9131,1571
199456,9131,1780
189822,9132,1721
143466,9132,3891
137451,9132,4191
109022,9132,3770
166150,9133,2596
20558,9133,2589
189935,9133,2337
8581,9133,2637
87601,9134,2396
117815,9134,3791
54166,9134,2630
39150,9134,4597
167353,9135,3714
149404,9135,907
7572,9135,2001
115972,9135,4953
17186,9136,167
44965,9136,999
100143,9136,316
8844,9136,109
132051,9137,1761
190168,9137,1428
110601,9137,3337
161872,9137,1929
21915,9138,2013
123325,9138,4287
164431,9138,1422
158934,9138,1375
183516,9139,3476
10036,9139,2814
3717,9139,4679
61795,9139,1366
183415,9140,80
187401,9140,1629
199214,9140,225
23818,9140,3621
34258,9141,731
15568,9141,4500
169001,9141,1083
56014,9141,795
144119,9142,2385
151120,9142,2482
110214,9142,4865
161981,9142,2993
47763,9143,3438
84098,9143,1009
58946,9143,2360
144600,9143,1664
196176,9144,3380
48062,9144,2171
179668,9144,2379
78419,9144,2865
190526,9145,4612
31883,9145,4858
15021,9145,3740
140993,9145,4530
167669,9146,1833
149474,9146,1119
159993,9146,1127
96626,9146,2678
14689,9147,3840
106921,9147,605
115850,9147,4143
23586,9147,773
146688,9148,1179
138939,9148,4464
11383,9148,350
175385,9148,4938
50320,9149,3810
104237,9149,36
31836,9149,674
34516,9149,2110
23152,9150,353
161948,9150,3003
190640,9150,1242
120801,9150,3232
92476,9151,3451
137949,9151,594
65748,9151,4214
196250,9151,1712
21275,9152,980
38227,9152,1888
142357,9152,991
64268,9152,1290
20791,9153,4087
119654,9153,2642
45042,9153,3724
4061,9153,2195
2128,9154,748
163527,9154,32
168129,9154,2595
159439,9154,1819
153200,9155,2838
138023,9155,1115
143709,9155,4182
153788,9155,1958
198026,9156,2666
174266,9156,460
178367,9156,4020
176893,9156,4761
161982,9157,2993
181785,9157,815
37677,9157,3527
39478,9157,2843
140861,9158,1832
132011,9158,2497
88821,9158,661
173129,9158,2911
193161,9159,208
89292,9159,760
97101,9159,1193
176978,9159,1200
158619,9160,793
28696,9160,4100
75732,9160,1278
155117,9160,4378
170227,9161,1482
133573,9161,3747
190493,9161,3870
27309,9161,975
5452,9162,2869
130334,9162,2175
117652,9162,1062
92753,9162,4863
188375,9163,869
121874,9163,462
182791,9163,1681
105055,9163,3683
149228,9164,1636
6612,9164,62
29642,9164,3586
177828,9164,4090
197947,9165,1501
143098,9165,2576
122389,9165,2206
126192,9165,3415
22832,9166,2096
152661,9166,3723
75195,9166,2645
