,id_solicitante,renta,pension,tipo_pension,estado_civil,pension_conyuge
13702,13703,15000,36871,tipo_10,casado/a,19524
13703,13704,21000,20016,tipo_5,soltero/a,
13704,13705,0,31498,tipo_10,casado/a,
13705,13706,15000,33286,tipo_10,soltero/a,
13706,13707,0,39333,tipo_10,casado/a,
13707,13708,18000,8718,tipo_1,casado/a,27698
13708,13709,8400,26469,tipo_8,viudo/a,32485
13709,13710,8400,11794,tipo_1,soltero/a,
13710,13711,12000,7135,tipo_1,soltero/a,
13711,13712,8400,39589,tipo_10,casado/a,
13712,13713,21000,18988,tipo_5,viudo/a,28151
13713,13714,21000,18386,tipo_4,soltero/a,
13714,13715,15000,19425,tipo_5,soltero/a,17262
13715,13716,21000,25003,tipo_7,soltero/a,
13716,13717,0,7319,tipo_1,viudo/a,9717
13717,13718,18000,26027,tipo_8,soltero/a,22002
13718,13719,21000,8085,tipo_1,soltero/a,15625
13719,13720,0,21538,tipo_6,viudo/a,
13720,13721,18000,25380,tipo_8,viudo/a,
13721,13722,8400,41158,tipo_10,soltero/a,29710
13722,13723,8400,16462,tipo_3,viudo/a,
13723,13724,21000,17012,tipo_4,soltero/a,
13724,13725,15000,27874,tipo_9,casado/a,35068
13725,13726,15000,42807,tipo_10,viudo/a,12112
13726,13727,0,14485,tipo_2,soltero/a,
13727,13728,0,28851,tipo_9,soltero/a,
13728,13729,21000,31455,tipo_10,soltero/a,37600
13729,13730,18000,16830,tipo_4,casado/a,
13730,13731,18000,25248,tipo_8,casado/a,
13731,13732,8400,30865,tipo_10,casado/a,10378
13732,13733,18000,17549,tipo_4,soltero/a,13555
13733,13734,21000,39222,tipo_10,casado/a,39946
13734,13735,21000,20238,tipo_5,casado/a,
13735,13736,15000,33684,tipo_10,soltero/a,
13736,13737,12000,23547,tipo_7,viudo/a,
13737,13738,0,8999,tipo_1,viudo/a,
13738,13739,21000,29829,tipo_10,viudo/a,
13739,13740,18000,30575,tipo_10,casado/a,37278
13740,13741,18000,23412,tipo_7,viudo/a,11418
13741,13742,18000,27189,tipo_8,casado/a,
13742,13743,18000,14327,tipo_2,casado/a,
13743,13744,0,37910,tipo_10,soltero/a,39933
13744,13745,12000,23777,tipo_7,viudo/a,30797
13745,13746,12000,11055,tipo_1,viudo/a,23765
13746,13747,8400,13336,tipo_2,viudo/a,
13747,13748,8400,18298,tipo_4,casado/a,
13748,13749,18000,18350,tipo_4,casado/a,
13749,13750,12000,27735,tipo_9,soltero/a,
13750,13751,8400,21735,tipo_6,casado/a,9824
13751,13752,21000,19176,tipo_5,viudo/a,
13752,13753,8400,8736,tipo_1,soltero/a,
13753,13754,18000,41456,tipo_10,casado/a,17745
13754,13755,0,16351,tipo_3,viudo/a,
13755,13756,0,21763,tipo_6,soltero/a,38313
13756,13757,0,30214,tipo_10,soltero/a,38293
13757,13758,21000,36460,tipo_10,soltero/a,28116
13758,13759,12000,34131,tipo_10,viudo/a,28763
13759,13760,12000,31964,tipo_10,soltero/a,
13760,13761,8400,31218,tipo_10,casado/a,
13761,13762,12000,11568,tipo_1,casado/a,16220
13762,13763,12000,13750,tipo_2,viudo/a,41376
13763,13764,15000,31290,tipo_10,soltero/a,
13764,13765,0,37134,tipo_10,viudo/a,13499
13765,13766,8400,30516,tipo_10,casado/a,
13766,13767,15000,41910,tipo_10,viudo/a,
13767,13768,15000,7247,tipo_1,casado/a,
13768,13769,0,13001,tipo_2,casado/a,
13769,13770,12000,20695,tipo_5,casado/a,
13770,13771,15000,28140,tipo_9,casado/a,
13771,13772,21000,7604,tipo_1,viudo/a,
13772,13773,18000,8734,tipo_1,casado/a,41161
13773,13774,0,14165,tipo_2,soltero/a,30221
13774,13775,18000,27469,tipo_9,casado/a,
13775,13776,18000,16365,tipo_3,soltero/a,
13776,13777,0,27686,tipo_9,casado/a,
13777,13778,18000,16748,tipo_3,soltero/a,22549
13778,13779,18000,31899,tipo_10,soltero/a,
13779,13780,12000,33116,tipo_10,viudo/a,
13780,13781,0,24947,tipo_7,casado/a,
13781,13782,12000,13738,tipo_2,soltero/a,8095
13782,13783,0,24347,tipo_7,soltero/a,
13783,13784,8400,38109,tipo_10,viudo/a,
13784,13785,0,11229,tipo_1,casado/a,34073
13785,13786,18000,7748,tipo_1,casado/a,
13786,13787,15000,33988,tipo_10,casado/a,
13787,13788,0,33848,tipo_10,soltero/a,
13788,13789,12000,10653,tipo_1,viudo/a,
13789,13790,0,29899,tipo_10,viudo/a,
13790,13791,12000,11635,tipo_1,viudo/a,25445
13791,13792,0,22912,tipo_6,casado/a,35310
13792,13793,8400,19189,tipo_5,casado/a,
13793,13794,15000,40545,tipo_10,viudo/a,42074
13794,13795,0,24194,tipo_7,soltero/a,
13795,13796,15000,15736,tipo_3,casado/a,17234
13796,13797,8400,36319,tipo_10,viudo/a,
13797,13798,15000,17257,tipo_4,viudo/a,
13798,13799,21000,24665,tipo_7,viudo/a,25692
13799,13800,15000,36978,tipo_10,viudo/a,9480
13800,13801,15000,41269,tipo_10,soltero/a,
13801,13802,15000,35346,tipo_10,casado/a,
13802,13803,18000,36014,tipo_10,casado/a,
13803,13804,18000,40302,tipo_10,soltero/a,
13804,13805,15000,42766,tipo_10,viudo/a,
13805,13806,15000,24855,tipo_7,viudo/a,
13806,13807,15000,27501,tipo_9,soltero/a,41973
13807,13808,15000,38145,tipo_10,soltero/a,
13808,13809,21000,38249,tipo_10,soltero/a,
13809,13810,18000,22952,tipo_6,viudo/a,
13810,13811,0,38848,tipo_10,viudo/a,
13811,13812,8400,31117,tipo_10,soltero/a,
13812,13813,12000,22791,tipo_6,viudo/a,
13813,13814,18000,17679,tipo_4,soltero/a,
13814,13815,18000,13032,tipo_2,viudo/a,
13815,13816,15000,9864,tipo_1,soltero/a,
13816,13817,21000,19314,tipo_5,casado/a,35896
13817,13818,8400,13433,tipo_2,soltero/a,32574
13818,13819,8400,18069,tipo_4,soltero/a,
13819,13820,8400,42295,tipo_10,soltero/a,25521
13820,13821,18000,37727,tipo_10,soltero/a,10251
13821,13822,8400,9001,tipo_1,viudo/a,
13822,13823,12000,35388,tipo_10,viudo/a,
13823,13824,18000,40220,tipo_10,casado/a,32588
13824,13825,12000,23706,tipo_7,casado/a,
13825,13826,12000,33627,tipo_10,casado/a,17229
13826,13827,18000,40746,tipo_10,casado/a,14770
13827,13828,21000,11604,tipo_1,soltero/a,
13828,13829,0,34875,tipo_10,soltero/a,30211
13829,13830,15000,19011,tipo_5,casado/a,
13830,13831,12000,28761,tipo_9,soltero/a,33020
13831,13832,12000,39302,tipo_10,viudo/a,
13832,13833,15000,31347,tipo_10,viudo/a,
13833,13834,21000,18789,tipo_4,casado/a,
13834,13835,0,37183,tipo_10,viudo/a,
13835,13836,18000,39141,tipo_10,casado/a,36627
13836,13837,0,31603,tipo_10,casado/a,
13837,13838,15000,38313,tipo_10,casado/a,28375
13838,13839,15000,23845,tipo_7,viudo/a,
13839,13840,0,14294,tipo_2,viudo/a,42126
13840,13841,15000,14917,tipo_3,soltero/a,
13841,13842,15000,22108,tipo_6,casado/a,12863
13842,13843,12000,7812,tipo_1,casado/a,
13843,13844,12000,39846,tipo_10,viudo/a,
13844,13845,18000,23352,tipo_7,casado/a,36366
13845,13846,18000,32195,tipo_10,soltero/a,
13846,13847,8400,23899,tipo_7,viudo/a,
13847,13848,0,25313,tipo_8,viudo/a,19001
13848,13849,8400,40073,tipo_10,viudo/a,
13849,13850,18000,19741,tipo_5,viudo/a,9601
13850,13851,21000,27631,tipo_9,viudo/a,39604
13851,13852,12000,14201,tipo_2,soltero/a,
13852,13853,21000,24065,tipo_7,soltero/a,
13853,13854,21000,32616,tipo_10,viudo/a,11178
13854,13855,12000,7026,tipo_1,viudo/a,
13855,13856,8400,26144,tipo_8,casado/a,
13856,13857,8400,7453,tipo_1,casado/a,
13857,13858,8400,20645,tipo_5,casado/a,
13858,13859,18000,19248,tipo_5,viudo/a,16552
13859,13860,8400,16119,tipo_3,soltero/a,27748
13860,13861,21000,42002,tipo_10,soltero/a,
13861,13862,8400,41768,tipo_10,casado/a,18180
13862,13863,18000,26836,tipo_8,soltero/a,
13863,13864,0,19083,tipo_5,casado/a,21440
13864,13865,0,30694,tipo_10,viudo/a,29367
13865,13866,12000,6908,tipo_1,viudo/a,
13866,13867,15000,30987,tipo_10,soltero/a,10691
13867,13868,12000,26770,tipo_8,viudo/a,
13868,13869,18000,38456,tipo_10,casado/a,31493
13869,13870,21000,14218,tipo_2,casado/a,
13870,13871,15000,36547,tipo_10,soltero/a,
13871,13872,21000,12719,tipo_2,casado/a,
13872,13873,21000,16406,tipo_3,casado/a,24008
13873,13874,18000,15154,tipo_3,viudo/a,
13874,13875,8400,40684,tipo_10,viudo/a,41826
13875,13876,12000,36441,tipo_10,soltero/a,
13876,13877,21000,34090,tipo_10,soltero/a,
13877,13878,12000,7158,tipo_1,soltero/a,
13878,13879,21000,35252,tipo_10,viudo/a,
13879,13880,0,8608,tipo_1,soltero/a,29199
13880,13881,18000,28160,tipo_9,casado/a,
13881,13882,8400,31915,tipo_10,soltero/a,
13882,13883,15000,19772,tipo_5,casado/a,
13883,13884,8400,20241,tipo_5,soltero/a,
13884,13885,8400,11944,tipo_1,soltero/a,
13885,13886,0,20270,tipo_5,viudo/a,
13886,13887,21000,35719,tipo_10,soltero/a,
13887,13888,8400,24755,tipo_7,viudo/a,40888
13888,13889,15000,42478,tipo_10,casado/a,29933
13889,13890,21000,25189,tipo_7,viudo/a,
13890,13891,21000,21010,tipo_6,soltero/a,25749
13891,13892,21000,34944,tipo_10,casado/a,
13892,13893,21000,40110,tipo_10,casado/a,
13893,13894,15000,19599,tipo_5,soltero/a,31406
13894,13895,15000,37703,tipo_10,viudo/a,
13895,13896,21000,26394,tipo_8,soltero/a,
13896,13897,12000,26362,tipo_8,soltero/a,
13897,13898,21000,18785,tipo_4,viudo/a,
13898,13899,18000,10261,tipo_1,soltero/a,
13899,13900,12000,37885,tipo_10,viudo/a,
13900,13901,12000,36099,tipo_10,viudo/a,24517
13901,13902,0,30615,tipo_10,casado/a,
13902,13903,18000,19365,tipo_5,soltero/a,
13903,13904,21000,26894,tipo_8,viudo/a,
13904,13905,12000,40888,tipo_10,soltero/a,41718
13905,13906,18000,12798,tipo_2,viudo/a,41364
13906,13907,15000,20362,tipo_5,viudo/a,
13907,13908,18000,41576,tipo_10,soltero/a,
13908,13909,0,25104,tipo_7,casado/a,
13909,13910,18000,41385,tipo_10,soltero/a,
13910,13911,8400,16698,tipo_3,soltero/a,
13911,13912,12000,14623,tipo_2,soltero/a,15689
13912,13913,12000,17843,tipo_4,viudo/a,
13913,13914,8400,6804,tipo_1,viudo/a,21350
13914,13915,8400,25197,tipo_7,casado/a,
13915,13916,18000,28576,tipo_9,viudo/a,
13916,13917,21000,32030,tipo_10,viudo/a,11833
13917,13918,8400,15931,tipo_3,casado/a,30229
13918,13919,18000,25176,tipo_7,viudo/a,
13919,13920,15000,11229,tipo_1,casado/a,
13920,13921,0,36038,tipo_10,soltero/a,15137
13921,13922,18000,15944,tipo_3,viudo/a,25721
13922,13923,0,12801,tipo_2,soltero/a,
13923,13924,18000,39657,tipo_10,casado/a,
13924,13925,8400,13959,tipo_2,soltero/a,
13925,13926,18000,8969,tipo_1,casado/a,9926
13926,13927,12000,14002,tipo_2,soltero/a,
13927,13928,18000,15663,tipo_3,viudo/a,15225
13928,13929,21000,19060,tipo_5,casado/a,42414
13929,13930,18000,11089,tipo_1,soltero/a,15043
13930,13931,21000,28842,tipo_9,soltero/a,
13931,13932,8400,21304,tipo_6,soltero/a,35333
13932,13933,8400,30991,tipo_10,soltero/a,
13933,13934,21000,24494,tipo_7,viudo/a,
13934,13935,12000,7656,tipo_1,soltero/a,37460
13935,13936,21000,42110,tipo_10,casado/a,
13936,13937,12000,18134,tipo_4,soltero/a,26912
13937,13938,8400,25292,tipo_8,viudo/a,24318
13938,13939,18000,33903,tipo_10,casado/a,20328
13939,13940,15000,32240,tipo_10,soltero/a,14474
13940,13941,18000,30005,tipo_10,soltero/a,10373
13941,13942,21000,25688,tipo_8,viudo/a,
13942,13943,8400,38073,tipo_10,soltero/a,
13943,13944,21000,11162,tipo_1,casado/a,33670
13944,13945,18000,14196,tipo_2,casado/a,26549
13945,13946,12000,13669,tipo_2,viudo/a,
13946,13947,8400,24516,tipo_7,soltero/a,
13947,13948,18000,34840,tipo_10,soltero/a,
13948,13949,18000,39300,tipo_10,viudo/a,
13949,13950,21000,25981,tipo_8,casado/a,
13950,13951,18000,33912,tipo_10,viudo/a,
13951,13952,15000,28185,tipo_9,viudo/a,9379
13952,13953,15000,32560,tipo_10,casado/a,
13953,13954,21000,34619,tipo_10,soltero/a,15265
13954,13955,15000,11714,tipo_1,soltero/a,
13955,13956,18000,36481,tipo_10,soltero/a,25484
13956,13957,8400,22731,tipo_6,soltero/a,
13957,13958,21000,40343,tipo_10,viudo/a,
13958,13959,12000,7329,tipo_1,casado/a,
13959,13960,18000,11697,tipo_1,casado/a,22232
13960,13961,21000,8635,tipo_1,casado/a,
13961,13962,21000,30921,tipo_10,casado/a,
13962,13963,12000,40100,tipo_10,casado/a,14594
13963,13964,12000,13891,tipo_2,soltero/a,
13964,13965,15000,38945,tipo_10,viudo/a,
13965,13966,15000,9579,tipo_1,casado/a,
13966,13967,8400,39058,tipo_10,casado/a,
13967,13968,18000,7532,tipo_1,soltero/a,31476
13968,13969,18000,35741,tipo_10,casado/a,
13969,13970,8400,26959,tipo_8,soltero/a,
13970,13971,8400,28264,tipo_9,casado/a,21447
13971,13972,0,12377,tipo_1,viudo/a,12529
13972,13973,18000,25906,tipo_8,soltero/a,
13973,13974,15000,39115,tipo_10,viudo/a,
13974,13975,0,38746,tipo_10,viudo/a,
13975,13976,18000,37756,tipo_10,soltero/a,
13976,13977,8400,26768,tipo_8,viudo/a,
13977,13978,0,21617,tipo_6,casado/a,
13978,13979,18000,11291,tipo_1,soltero/a,8589
13979,13980,15000,24313,tipo_7,casado/a,
13980,13981,21000,10455,tipo_1,viudo/a,27314
13981,13982,12000,19883,tipo_5,casado/a,32782
13982,13983,21000,15594,tipo_3,viudo/a,
13983,13984,0,14237,tipo_2,viudo/a,
13984,13985,8400,22387,tipo_6,soltero/a,
13985,13986,21000,28569,tipo_9,soltero/a,16576
13986,13987,8400,32865,tipo_10,casado/a,33321
13987,13988,12000,40671,tipo_10,soltero/a,
13988,13989,12000,41858,tipo_10,viudo/a,32112
13989,13990,18000,16337,tipo_3,soltero/a,35320
13990,13991,21000,38514,tipo_10,viudo/a,32572
13991,13992,8400,16280,tipo_3,casado/a,
13992,13993,15000,27540,tipo_9,viudo/a,
13993,13994,21000,24444,tipo_7,soltero/a,
13994,13995,0,38076,tipo_10,soltero/a,
13995,13996,21000,38863,tipo_10,soltero/a,19252
13996,13997,18000,15561,tipo_3,viudo/a,
13997,13998,0,30600,tipo_10,casado/a,
13998,13999,15000,14464,tipo_2,casado/a,24916
13999,14000,0,8567,tipo_1,casado/a,
14000,14001,12000,8418,tipo_1,soltero/a,
14001,14002,12000,9056,tipo_1,casado/a,23265
14002,14003,18000,7095,tipo_1,casado/a,34363
14003,14004,8400,8540,tipo_1,soltero/a,
14004,14005,15000,9772,tipo_1,soltero/a,40458
14005,14006,15000,24533,tipo_7,viudo/a,16893
14006,14007,0,7187,tipo_1,viudo/a,
14007,14008,8400,36156,tipo_10,viudo/a,
14008,14009,15000,20373,tipo_5,viudo/a,
14009,14010,8400,36949,tipo_10,casado/a,
14010,14011,8400,36896,tipo_10,viudo/a,11512
14011,14012,18000,16185,tipo_3,casado/a,24841
14012,14013,8400,28420,tipo_9,casado/a,12509
14013,14014,21000,21649,tipo_6,soltero/a,
14014,14015,21000,12409,tipo_1,soltero/a,
14015,14016,21000,23564,tipo_7,casado/a,
14016,14017,15000,18928,tipo_5,viudo/a,
14017,14018,12000,42150,tipo_10,viudo/a,
14018,14019,15000,14253,tipo_2,soltero/a,37810
14019,14020,15000,38936,tipo_10,soltero/a,12563
14020,14021,15000,18477,tipo_4,casado/a,
14021,14022,18000,31333,tipo_10,soltero/a,15606
14022,14023,18000,19749,tipo_5,soltero/a,
14023,14024,15000,33418,tipo_10,casado/a,
14024,14025,0,41278,tipo_10,soltero/a,30498
14025,14026,15000,36741,tipo_10,viudo/a,20104
14026,14027,0,35115,tipo_10,viudo/a,
14027,14028,8400,30801,tipo_10,soltero/a,
14028,14029,21000,16372,tipo_3,casado/a,
14029,14030,0,19538,tipo_5,soltero/a,
14030,14031,8400,27188,tipo_8,casado/a,
14031,14032,21000,40415,tipo_10,soltero/a,
14032,14033,0,41010,tipo_10,soltero/a,35216
14033,14034,0,23563,tipo_7,casado/a,15131
14034,14035,12000,6980,tipo_1,casado/a,
14035,14036,12000,30723,tipo_10,soltero/a,21822
14036,14037,15000,28431,tipo_9,viudo/a,
14037,14038,21000,30917,tipo_10,viudo/a,
14038,14039,18000,41432,tipo_10,viudo/a,
14039,14040,15000,36382,tipo_10,viudo/a,
14040,14041,21000,30392,tipo_10,casado/a,
14041,14042,15000,22580,tipo_6,viudo/a,
14042,14043,0,31246,tipo_10,casado/a,24524
14043,14044,21000,28271,tipo_9,viudo/a,
14044,14045,12000,42765,tipo_10,viudo/a,
14045,14046,8400,35623,tipo_10,viudo/a,21989
14046,14047,0,21716,tipo_6,casado/a,
14047,14048,12000,41958,tipo_10,casado/a,18482
14048,14049,18000,13995,tipo_2,casado/a,
14049,14050,12000,31361,tipo_10,casado/a,
14050,14051,12000,35147,tipo_10,soltero/a,
14051,14052,8400,12796,tipo_2,soltero/a,
14052,14053,18000,37153,tipo_10,viudo/a,
14053,14054,8400,12011,tipo_1,soltero/a,18732
14054,14055,8400,7703,tipo_1,casado/a,
14055,14056,18000,41432,tipo_10,soltero/a,
14056,14057,8400,27417,tipo_9,casado/a,
14057,14058,12000,30953,tipo_10,viudo/a,
14058,14059,12000,18063,tipo_4,viudo/a,
14059,14060,0,38807,tipo_10,soltero/a,
14060,14061,8400,8040,tipo_1,viudo/a,
14061,14062,21000,22285,tipo_6,soltero/a,10977
14062,14063,0,30796,tipo_10,viudo/a,32216
14063,14064,15000,21731,tipo_6,casado/a,22679
14064,14065,8400,30675,tipo_10,soltero/a,
14065,14066,8400,17675,tipo_4,viudo/a,
14066,14067,0,29497,tipo_10,viudo/a,
14067,14068,12000,9653,tipo_1,viudo/a,
14068,14069,8400,39504,tipo_10,soltero/a,18008
14069,14070,12000,35063,tipo_10,soltero/a,
14070,14071,15000,38135,tipo_10,viudo/a,7142
14071,14072,21000,18377,tipo_4,viudo/a,
14072,14073,8400,15578,tipo_3,casado/a,
14073,14074,8400,18365,tipo_4,viudo/a,
14074,14075,18000,33616,tipo_10,viudo/a,35888
14075,14076,0,7062,tipo_1,soltero/a,
14076,14077,0,23100,tipo_6,viudo/a,
14077,14078,12000,35546,tipo_10,soltero/a,
14078,14079,12000,40472,tipo_10,casado/a,
14079,14080,15000,22514,tipo_6,viudo/a,
14080,14081,8400,18926,tipo_5,soltero/a,
14081,14082,15000,23790,tipo_7,viudo/a,19004
14082,14083,8400,30374,tipo_10,soltero/a,21269
14083,14084,21000,30288,tipo_10,soltero/a,
14084,14085,8400,25636,tipo_8,viudo/a,30552
14085,14086,0,15480,tipo_3,casado/a,
14086,14087,18000,39721,tipo_10,viudo/a,29352
14087,14088,18000,9025,tipo_1,viudo/a,29681
14088,14089,21000,35330,tipo_10,soltero/a,
14089,14090,8400,21583,tipo_6,casado/a,
14090,14091,8400,34699,tipo_10,casado/a,
14091,14092,0,38837,tipo_10,casado/a,30387
14092,14093,21000,10669,tipo_1,viudo/a,
14093,14094,21000,8318,tipo_1,viudo/a,
14094,14095,15000,7472,tipo_1,soltero/a,
14095,14096,21000,11579,tipo_1,soltero/a,
14096,14097,15000,26808,tipo_8,casado/a,
14097,14098,0,39621,tipo_10,soltero/a,
14098,14099,18000,30651,tipo_10,soltero/a,
14099,14100,15000,29522,tipo_10,soltero/a,
14100,14101,12000,25633,tipo_8,casado/a,22185
14101,14102,18000,35668,tipo_10,viudo/a,16900
14102,14103,18000,13262,tipo_2,casado/a,32658
14103,14104,12000,33945,tipo_10,soltero/a,
14104,14105,18000,17330,tipo_4,soltero/a,37907
14105,14106,21000,33237,tipo_10,viudo/a,
14106,14107,15000,19853,tipo_5,viudo/a,
14107,14108,12000,36722,tipo_10,viudo/a,
14108,14109,15000,41074,tipo_10,casado/a,
14109,14110,21000,14683,tipo_2,casado/a,20732
14110,14111,15000,26397,tipo_8,soltero/a,
14111,14112,15000,18698,tipo_4,soltero/a,
14112,14113,12000,38170,tipo_10,soltero/a,11753
14113,14114,0,25056,tipo_7,viudo/a,
14114,14115,15000,35346,tipo_10,soltero/a,
14115,14116,21000,26947,tipo_8,soltero/a,
14116,14117,18000,35969,tipo_10,soltero/a,
14117,14118,12000,13978,tipo_2,casado/a,
14118,14119,0,27689,tipo_9,casado/a,23376
14119,14120,21000,19878,tipo_5,viudo/a,
14120,14121,8400,38914,tipo_10,viudo/a,
14121,14122,8400,34555,tipo_10,casado/a,25972
14122,14123,12000,24806,tipo_7,casado/a,
14123,14124,18000,26672,tipo_8,soltero/a,
14124,14125,18000,11456,tipo_1,soltero/a,
14125,14126,21000,32596,tipo_10,soltero/a,
14126,14127,21000,37499,tipo_10,viudo/a,
14127,14128,18000,15633,tipo_3,soltero/a,8646
14128,14129,15000,8068,tipo_1,casado/a,
14129,14130,0,35125,tipo_10,soltero/a,33154
14130,14131,0,28094,tipo_9,viudo/a,
14131,14132,15000,7308,tipo_1,casado/a,
14132,14133,8400,38203,tipo_10,casado/a,26266
14133,14134,12000,20174,tipo_5,casado/a,16510
14134,14135,0,36230,tipo_10,casado/a,34986
14135,14136,15000,14185,tipo_2,viudo/a,14897
14136,14137,8400,39263,tipo_10,viudo/a,27335
14137,14138,21000,41292,tipo_10,viudo/a,
14138,14139,8400,21456,tipo_6,viudo/a,
14139,14140,12000,23162,tipo_7,viudo/a,40746
14140,14141,8400,20320,tipo_5,casado/a,
14141,14142,21000,17806,tipo_4,viudo/a,13886
14142,14143,15000,33573,tipo_10,casado/a,20086
14143,14144,0,12242,tipo_1,casado/a,
14144,14145,18000,11890,tipo_1,soltero/a,
14145,14146,18000,40118,tipo_10,viudo/a,
14146,14147,18000,19022,tipo_5,casado/a,15379
14147,14148,0,13505,tipo_2,viudo/a,
14148,14149,18000,38553,tipo_10,soltero/a,
14149,14150,8400,8614,tipo_1,soltero/a,31229
14150,14151,8400,35357,tipo_10,soltero/a,
14151,14152,18000,12803,tipo_2,viudo/a,
14152,14153,8400,10804,tipo_1,soltero/a,
14153,14154,15000,38661,tipo_10,soltero/a,17502
14154,14155,21000,27727,tipo_9,casado/a,
14155,14156,0,21185,tipo_6,viudo/a,32282
14156,14157,0,25352,tipo_8,soltero/a,
14157,14158,12000,23978,tipo_7,viudo/a,
14158,14159,21000,23981,tipo_7,soltero/a,36037
14159,14160,15000,33966,tipo_10,viudo/a,
14160,14161,0,18456,tipo_4,casado/a,40795
14161,14162,15000,19438,tipo_5,viudo/a,
14162,14163,12000,11005,tipo_1,viudo/a,
14163,14164,21000,38973,tipo_10,viudo/a,
14164,14165,15000,24263,tipo_7,casado/a,
14165,14166,21000,37137,tipo_10,viudo/a,17334
14166,14167,18000,25453,tipo_8,casado/a,
14167,14168,18000,17527,tipo_4,viudo/a,38958
14168,14169,18000,24536,tipo_7,casado/a,
14169,14170,8400,16299,tipo_3,soltero/a,19485
14170,14171,21000,19932,tipo_5,viudo/a,
14171,14172,8400,29855,tipo_10,soltero/a,
14172,14173,8400,12854,tipo_2,casado/a,
14173,14174,15000,41269,tipo_10,casado/a,
14174,14175,15000,40694,tipo_10,casado/a,9203
14175,14176,18000,36013,tipo_10,viudo/a,33860
14176,14177,15000,15991,tipo_3,viudo/a,
14177,14178,8400,7612,tipo_1,soltero/a,13010
14178,14179,18000,9254,tipo_1,viudo/a,33083
14179,14180,0,30036,tipo_10,casado/a,11458
14180,14181,12000,20950,tipo_5,casado/a,33970
14181,14182,15000,10411,tipo_1,soltero/a,
14182,14183,8400,39300,tipo_10,casado/a,15456
14183,14184,0,16939,tipo_4,casado/a,25088
14184,14185,12000,14526,tipo_2,soltero/a,
14185,14186,18000,41438,tipo_10,viudo/a,7453
14186,14187,8400,14905,tipo_3,soltero/a,33089
14187,14188,12000,9229,tipo_1,casado/a,
14188,14189,21000,22156,tipo_6,soltero/a,
14189,14190,15000,23325,tipo_7,viudo/a,
14190,14191,8400,24229,tipo_7,viudo/a,
14191,14192,0,28141,tipo_9,soltero/a,
14192,14193,15000,28847,tipo_9,viudo/a,
14193,14194,18000,33783,tipo_10,viudo/a,
14194,14195,12000,18261,tipo_4,casado/a,20787
14195,14196,0,40789,tipo_10,casado/a,42037
14196,14197,12000,12561,tipo_1,soltero/a,
14197,14198,15000,33725,tipo_10,casado/a,
14198,14199,18000,7383,tipo_1,soltero/a,18681
14199,14200,12000,9565,tipo_1,casado/a,
14200,14201,15000,32776,tipo_10,soltero/a,29445
14201,14202,8400,8765,tipo_1,viudo/a,18181
14202,14203,0,40705,tipo_10,soltero/a,
14203,14204,18000,11227,tipo_1,viudo/a,
14204,14205,18000,25880,tipo_8,casado/a,
14205,14206,0,8535,tipo_1,casado/a,32395
14206,14207,0,26455,tipo_8,viudo/a,
14207,14208,18000,15442,tipo_3,viudo/a,
14208,14209,8400,21178,tipo_6,soltero/a,
14209,14210,15000,38692,tipo_10,soltero/a,
14210,14211,15000,32418,tipo_10,soltero/a,31775
14211,14212,12000,38596,tipo_10,soltero/a,
14212,14213,15000,21180,tipo_6,casado/a,
14213,14214,15000,26291,tipo_8,soltero/a,
14214,14215,18000,30753,tipo_10,viudo/a,39493
14215,14216,15000,13896,tipo_2,soltero/a,38312
14216,14217,18000,21874,tipo_6,viudo/a,
14217,14218,18000,17911,tipo_4,viudo/a,
14218,14219,0,20094,tipo_5,casado/a,
14219,14220,21000,29825,tipo_10,casado/a,
14220,14221,0,15518,tipo_3,soltero/a,39440
14221,14222,12000,36790,tipo_10,viudo/a,28724
14222,14223,12000,38886,tipo_10,casado/a,
14223,14224,18000,16788,tipo_3,casado/a,
14224,14225,21000,18719,tipo_4,casado/a,
14225,14226,15000,7563,tipo_1,soltero/a,
14226,14227,15000,17765,tipo_4,viudo/a,
14227,14228,15000,30765,tipo_10,casado/a,
14228,14229,0,27992,tipo_9,soltero/a,
14229,14230,12000,14806,tipo_3,casado/a,19942
14230,14231,0,20746,tipo_5,soltero/a,23491
14231,14232,0,23948,tipo_7,viudo/a,
14232,14233,15000,15754,tipo_3,soltero/a,
14233,14234,8400,39005,tipo_10,viudo/a,
14234,14235,8400,15164,tipo_3,casado/a,
14235,14236,15000,25586,tipo_8,soltero/a,
14236,14237,12000,41673,tipo_10,casado/a,13550
14237,14238,12000,37202,tipo_10,viudo/a,
14238,14239,21000,33706,tipo_10,casado/a,
14239,14240,21000,18120,tipo_4,casado/a,
14240,14241,15000,16131,tipo_3,soltero/a,
14241,14242,15000,20495,tipo_5,viudo/a,
14242,14243,12000,28080,tipo_9,viudo/a,
14243,14244,12000,39473,tipo_10,casado/a,
14244,14245,21000,8294,tipo_1,soltero/a,
14245,14246,21000,37742,tipo_10,viudo/a,
14246,14247,21000,39183,tipo_10,viudo/a,
14247,14248,8400,23632,tipo_7,casado/a,
14248,14249,18000,37543,tipo_10,viudo/a,10999
14249,14250,18000,17642,tipo_4,casado/a,
14250,14251,21000,16360,tipo_3,soltero/a,
14251,14252,18000,30954,tipo_10,viudo/a,
14252,14253,12000,40363,tipo_10,viudo/a,
14253,14254,21000,14634,tipo_2,viudo/a,
14254,14255,18000,13985,tipo_2,casado/a,
